  0.0000000000000000E+00   0.2047657825748944E+03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.9002126951072372E+00   0.0000000000000000E+00   0.3970733955828864E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.2262629682447392E+01   0.2616785270843254E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.1472966027336296E+03   0.0000000000000000E+00   0.0000000000000000E+00   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.1666666666666667E-01   0.2047701047040285E+03   0.1907483660980243E-15   0.1443861436776945E-11   0.7234928671572584E-13   0.8337335917594238E-31   0.9002126951057932E+00   0.7614232558425280E-39   0.3970209853434485E+01   0.2650713262301456E-20   0.9596887751225404E-21   0.5911307959666164E-27   0.1635039488260304E-15   0.2258832116802853E+01   0.2616777083492241E+01   0.1212243200357016E-09   0.4400100346579476E-02   0.1252361104432761E-04   0.1472965902100186E+03   0.5236410567130330E-03   0.3878643244183491E-05   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.3333333333333333E-01   0.2047744203904630E+03   0.3433293514444593E-14   0.1153611844124933E-10   0.1157745093944462E-11   0.8337325849377638E-31   0.9002126950957008E+00   0.7615144959147174E-39   0.3969685819490653E+01   0.9532939200500535E-19   0.1917562128477886E-20   0.4502550764944059E-26   0.4034439217643834E-15   0.2255041845950283E+01   0.2616773923456619E+01   0.9678786629193826E-09   0.8786805830219012E-02   0.2867803766055697E-04   0.1472965740555919E+03   0.1046291668005083E-02   0.1549315387566964E-04   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.5000000000000000E-01   0.2047787296467063E+03   0.1898927176027463E-13   0.3889722525733940E-10   0.5853973078039451E-11   0.8337335186146436E-31   0.9002126950683400E+00   0.7616220117913523E-39   0.3969161853264544E+01   0.7890033303055429E-18   0.2873623226403679E-20   0.1416532069943684E-25   0.6839634894737739E-15   0.2251258855647525E+01   0.2616776853918204E+01   0.3261197889312404E-08   0.1316015104734494E-01   0.4737479768265045E-04   0.1472965553588319E+03   0.1567953588337576E-02   0.3481898338619873E-04   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.6666666666666667E-01   0.2047830324852406E+03   0.6424894784101636E-13   0.9212027028055077E-10   0.1847870820515644E-10   0.8337366295916527E-31   0.9002126950151167E+00   0.7617416356870854E-39   0.3968637954026022E+01   0.3548010530571503E-17   0.3827875251846072E-20   0.3136426035656858E-25   0.9928107020608633E-15   0.2247483131681482E+01   0.2616786618108382E+01   0.7718112188514458E-08   0.1752017051023663E-01   0.6784542469384000E-04   0.1472965348882049E+03   0.2088628570743186E-02   0.6183164853002996E-04   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.8333333333333333E-01   0.2047873289185218E+03   0.1655051222029581E-12   0.1797710565518754E-09   0.4505876020875458E-10   0.8337420827193104E-31   0.9002126949274660E+00   0.7618704228087715E-39   0.3968114121047623E+01   0.1138256282326552E-16   0.4780321401186795E-20   0.5733465417159353E-25   0.1321340252839930E-14   0.2243714659868061E+01   0.2616803733431102E+01   0.1505126585621990E-07   0.2186689864714268E-01   0.8954734499866280E-04   0.1472965131862845E+03   0.2608318366803327E-02   0.9650673126792875E-04   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.1000000000000000E+00   0.2047916189589801E+03   0.3582632525684975E-12   0.3103881774310842E-09   0.9331966457602431E-10   0.8337499920472176E-31   0.9002126947968491E+00   0.7620062919635040E-39   0.3967590353604543E+01   0.2944977070563442E-16   0.5730964872080356E-20   0.9285808361133316E-25   0.1663449619580431E-14   0.2239953426052119E+01   0.2616828557845301E+01   0.2596903532885444E-07   0.2620036980242535E-01   0.1120974951190223E-03   0.1472964906361342E+03   0.3127024726631251E-02   0.1388198786741575E-03   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.1166666666666667E+00   0.2047959026190202E+03   0.6873008868572410E-12   0.4924830704406242E-09   0.1726766621178472E-09   0.8337604357452263E-31   0.9002126946147544E+00   0.7621477720123497E-39   0.3967066650974641E+01   0.6563897613500287E-16   0.6679808865980964E-20   0.1383996385795140E-24   0.2014832460746173E-14   0.2236199416107424E+01   0.2616861336696824E+01   0.4117554405015795E-07   0.3052061823666653E-01   0.1352254898184577E-03   0.1472964675081391E+03   0.3644749398857758E-02   0.1887468028632146E-03   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.1333333333333333E+00   0.2048001799110200E+03   0.1206605237171366E-11   0.7345400941662695E-09   0.2942242681619835E-09   0.8337734666686360E-31   0.9002126943726969E+00   0.7622938223416414E-39   0.3966543012438430E+01   0.1311324424806728E-15   0.7626856578536030E-20   0.1942007741673497E-24   0.2372449972805127E-14   0.2232452615936587E+01   0.2616902235878638E+01   0.6137068061567392E-07   0.3482767812686109E-01   0.1587404617522067E-03   0.1472964439931667E+03   0.4161494130620585E-02   0.2462632808430209E-03   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.1500000000000000E+00   0.2048044508473320E+03   0.1979252524827075E-11   0.1045016579432426E-08   0.4707274594983674E-09   0.8337891198002560E-31   0.9002126940622206E+00   0.7624437064041581E-39   0.3966019437279060E+01   0.2409387043771995E-15   0.8572111222308599E-20   0.2603640638732310E-24   0.2734158527700764E-14   0.2228713011471022E+01   0.2616951365188669E+01   0.8725011320412155E-07   0.3912158356654350E-01   0.1825077035386710E-03   0.1472964202259241E+03   0.4677260667553936E-02   0.3113451544154965E-03   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.1666666666666667E+00   0.2048087154402832E+03   0.3077276663675414E-11   0.1432342961541611E-08   0.7166079037139318E-09   0.8338074175278049E-31   0.9002126936748942E+00   0.7625969020420664E-39   0.3965495924782319E+01   0.4144007877083194E-15   0.9515575990035473E-20   0.3368779408778734E-24   0.3098445604589506E-14   0.2224980588670832E+01   0.2617008794893555E+01   0.1195053155439270E-06   0.4340236856616705E-01   0.2064321037196202E-03   0.1472963963015228E+03   0.5192050753783570E-02   0.3839683298805946E-03   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.1833333333333333E+00   0.2048129737021747E+03   0.4581527181847316E-11   0.1904922820270981E-08   0.1047935919799203E-08   0.8338283733344415E-31   0.9002126932023146E+00   0.7627530387753111E-39   0.3964972474236620E+01   0.6756789434703036E-15   0.1045725407803617E-19   0.4236861712115255E-24   0.3464245158114846E-14   0.2221255333524768E+01   0.2617074567311884E+01   0.1588235796500191E-06   0.4767006705320769E-01   0.2304465634407312E-03   0.1472963722870616E+03   0.5705866131917380E-02   0.4641087779503380E-03   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.2000000000000000E+00   0.2048172256452820E+03   0.6581537739070499E-11   0.2471132951665683E-08   0.1482420497160948E-08   0.8338519944223200E-31   0.9002126926361045E+00   0.7629118532204631E-39   0.3964449084932994E+01   0.1054211475720352E-14   0.1139714868002908E-19   0.5207022003886316E-24   0.3830806353681955E-14   0.2217537232050173E+01   0.2617148705048518E+01   0.2058880330792170E-06   0.5192471287236681E-01   0.2545037619718708E-03   0.1472963482298611E+03   0.6218708543038126E-02   0.5517425335859665E-03   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.2166666666666667E+00   0.2048214712818552E+03   0.9175404221533806E-11   0.3139323439648935E-08   0.2039399355845970E-08   0.8338782835649257E-31   0.9002126919679144E+00   0.7630731576142479E-39   0.3963925756165086E+01   0.1585155047836368E-14   0.1233526298696703E-19   0.6278240305361903E-24   0.4197600894087031E-14   0.2213826270292914E+01   0.2617231216808383E+01   0.2613776561235521E-06   0.5616633978577492E-01   0.2785703427642419E-03   0.1472963241632777E+03   0.6730579726696442E-02   0.6468456958338741E-03   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.2333333333333333E+00   0.2048257106241188E+03   0.1246967225476834E-10   0.3917817727447939E-08   0.2739829047825946E-08   0.8339072404148950E-31   0.9002126911894202E+00   0.7632368175896106E-39   0.3963402487229147E+01   0.2309805882169909E-14   0.1327160018694427E-19   0.7449433841864983E-24   0.4564257589430552E-14   0.2210122434327329E+01   0.2617322101501236E+01   0.3259672989416260E-06   0.6039498147319552E-01   0.3026228085245283E-03   0.1472963001108086E+03   0.7241481420903977E-02   0.7493944276610792E-03   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.2500000000000000E+00   0.2048299436842717E+03   0.1657923285172260E-10   0.4814912688835404E-08   0.3606275099194103E-08   0.8339388624273860E-31   0.9002126902923252E+00   0.7634027364845245E-39   0.3962879277424022E+01   0.3276002939360498E-14   0.1420616346514676E-19   0.8719509815292203E-24   0.4930516161518283E-14   0.2206425710256153E+01   0.2617421351139779E+01   0.4003276986281609E-06   0.6461067153222901E-01   0.3266446229382602E-03   0.1472962760889902E+03   0.7751415362126654E-02   0.8593649557906830E-03   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
  0.2666666666666667E+00   0.2048341704744878E+03   0.2162722459461174E-10   0.5838878699186812E-08   0.4662902193125335E-08   0.8339731455120197E-31   0.9002126892683592E+00   0.7635708442632474E-39   0.3962356126051143E+01   0.4538513901657991E-14   0.1513895600382651E-19   0.1008739366855471E-23   0.5296194628329158E-14   0.2202736084210465E+01   0.2617528952885832E+01   0.4851254962219281E-06   0.6881344347851608E-01   0.3506241643462383E-03   0.1472962521094438E+03   0.8260383285278018E-02   0.9767335705375745E-03   0.1000000000000000E+07   0.2100000000000000E+05   0.6000000000000000E+04   0.0000000000000000E+00
